,,,,,,
,,,,,,
,,,,,,
,Picture,UUID,Raw DAT💾,Object Name/Download💾,Type,Description (if available)
,,00000000-00000000-00000000-01060014,2513831888_DAT,Glam Sunglasses,Female Glasses,Chic purple wraparound sunglasses. [#Legal]
,,00000000-00000000-00000000-01060016,3907699570_DAT,Sport Sunglasses,Female Glasses,"Sleek and stylish sport sunglasses, a great look wherever you go.  [#Legal]"
,,00000000-00000000-00000000-01060017,2457149763_DAT,Star Sunglasses,Female Glasses,"Lights, camera, action… Feel every bit the star in these. [#Legal]"
,,00000000-00000000-00000000-01070001,574204457_DAT,Left Silver Square Stud,Female JewelLeftEar,Left Silver Square Stud [#Legal]
,,00000000-00000000-00000000-01070002,4188205838_DAT,Right Silver Square Stud,Female JewelRightEar,Right Silver Square Stud [#Legal]
,,00000000-00000000-00000000-01070004,447275612_DAT,Left Large Hoop,Female JewelLeftEar,
,,00000000-00000000-00000000-01070005,3291693101_DAT,Right Large Loop,Female JewelRightEar,
,,00000000-00000000-00000000-01070006,1841143294_DAT,Both Silver Large Hoops,Female JewelBothEars,
,,00000000-00000000-00000001-0000000C,85809622_DAT,Ponton Table,Furniture,"Ponton, design Deichmann &amp; Osko, Ligne Roset, 2006. Sleek and modern\ndouble-surfaced low table. [#Legal]"
,,00000000-00000000-00000001-00000014,2600501476_DAT,Neo Armchair,Furniture,"Neo, design Alban Gilles, Ligne Roset, 2003. Suitable for both contemporary and traditional interiors. Successful thanks to its simple and geometric design. [#Legal]"
,,00000000-00000000-00000001-00000015,1919535561_DAT,Moel Armchair,Furniture,"Moel, design Inga Sempé, Ligne Roset, 2007. Soft curves and unique appearance define this stylish and unusual piece of furniture. Bicolour interpretation recommended. [#Legal]"
,,00000000-00000000-00000001-0000001B,1340840458_DAT,Alster Chair,Furniture,"Alster Chair, design Emmanuel Dietrich, Ligne Roset, 2006. Elegant and\ncomfortable, recommended in Microfiber (Alcantara or Loop) and in wool\nfabric. [#Legal]"
,,00000000-00000000-00000001-0000001D,4273875924_DAT,Malhoun Chaise Right,Furniture,"Malhoun, design Didier Gomez, Ligne Roset, 2007. Modern translation of the traditional Chesterfield design, a deep and luxurious modular collection of seating. [#Legal]"
,,00000000-00000000-00000001-0000002D,3792880171_DAT,Sala Chair,Furniture,"Sala chair, design Pascal Mourgue, Ligne Roset, 2003. Chaise élégante avec dossier souple pour un très grand confort. [#Legal]"
,,00000000-00000000-00000001-00000036,2386699488_DAT,Malhoun Chaise Left,Furniture,"Malhoun, design Didier Gomez, Ligne Roset, 2007. Modern translation of the traditional Chesterfield design, a deep and luxurious modular collection of seating. [#Legal]"
,,00000000-00000000-00000001-00000037,1705733573_DAT,Pop Footstool,Furniture,"Pop fireside chair, design Christian Werner, Ligne Roset, 2001. Superb design inspired by the 1960s school of design - combining style and fun. [#Legal]"
,,00000000-00000000-00000001-00000038,1024767658_DAT,Pop Armchair,Furniture,"Pop fireside chair, design Christian Werner, Ligne Roset, 2001. Superb design inspired by the 1960s school of design - combining style and fun. [#Legal]"
,,00000000-00000000-00000001-0000003A,3169936215_DAT,Summer House Armchair,Furniture,A grey fabric single seat armchair with wooden legs. [#Legal]
,,00000000-00000000-00000001-0000003B,2488970300_DAT,Summer House Foot Stool,Furniture,A grey fabric foot stool with wooden legs. [#Legal]
,,00000000-00000000-00000001-0000003C,3112694671_DAT,Summer House Light,Furniture,A chrome stand with six flower shaped lights. [#Legal]
,,00000000-00000000-00000001-0000003D,1127038470_DAT,Summer House Ornament,Furniture,A shiny twisted chrome ornament on a white wire base. [#Legal]
,,00000000-00000000-00000001-0000003F,4060073936_DAT,Summer House Table,Furniture,A wooden table with a glass top. [#Legal]
,,00000000-00000000-00000001-00000064,967826914_DAT,YoYo Table,Furniture,"\nYoyo table, design Pagnon &amp; Pelhaître, Ligne Roset, 1999. Ingenious, clever\nand flexible dining / coffee table from Ligne Roset collection. [#Legal]"
,,00000000-00000000-00000002-00000001,1609861811_DAT,Harbour Studio Armchair,Furniture,A white fabric single seat armchair with chrome legs.
,,00000000-00000000-00000002-00000002,159312004_DAT,Harbour Studio Chair,Furniture,A shiny white plastic single seat chair with chrome legs.
,,00000000-00000000-00000002-00000003,3003729493_DAT,Harbour Studio Coffee Table,Furniture,A shiny white plastic coffee table with chrome legs.
,,00000000-00000000-00000002-00000004,343619780_DAT,Harbour Studio Foot Stool,Furniture,A white fabric foot stool with chrome legs.
,,00000000-00000000-00000002-00000005,102629879_DAT,Harbour Studio Lamp,Furniture,A small white lamp in the shape of the PlayStation®Home logo.
,,00000000-00000000-00000002-00000006,3415343160_DAT,Harbour Studio Picture Frame,Furniture,"A modern, slimline picture frame for your Personal Space. You may only use this item to display content that (i) you have the legal right to use and display; (ii) is not illegal, offensive or inappropriate; and (iii) complies with the Terms of Service and User Agreement. [#Legal]"
,,00000000-00000000-00000002-00000008,2599446910_DAT,Harbour Studio Sofa,Furniture,A white fabric two seat sofa with chrome legs.
,,00000000-00000000-00000002-00000009,2890365243_DAT,Harbour Studio Storage,Furniture,A shiny white plastic four door storage unit.
,,00000000-00000000-00000002-00000010,929676311_DAT,Harbour Studio Table,Furniture,A shiny white plastic table with chrome legs.
,,00000000-00000000-00000002-00000011,2960582446_DAT,Crash Table,Furniture,"Crash Table, design Marie Christine Dorner, Ligne Roset, 2007. Smart and\nelegant low table, made of thick 'crash' glass.\n [#Legal]"
,,00000000-00000000-00000002-00000012,2323543993_DAT,Hans Chair,Furniture,"Hans Chair, design Emmanuel Dietrich, Ligne Roset, 2007. Chaise alliant modernité et confort à un design innovant. Housse en synderme. [#Legal]"
,,00000000-00000000-00000002-00000017,3660729550_DAT,Summer House Chair,Furniture,A classic style wooden chair. [#Legal]
,,00000000-00000000-00000002-00000018,2488788337_DAT,Summer House Sofa,Furniture,A grey fabric two seat sofa with wooden legs. [#Legal]
,,00000000-00000000-00000002-00000029,2451231300_DAT,Barbecue,Furniture,Barbecue [#Legal]
,,00000000-00000000-00000002-00000030,494710907_DAT,Blue Robot,Furniture,A classic tin robot toy with blue detailing. [#Legal]
,,00000000-00000000-00000002-00000031,3807590482_DAT,Small Cactus,Furniture,"A small, prickly single stalk cactus in a red and orange ceramic pot. [#Legal]"
,,00000000-00000000-00000002-00000032,4112469867_DAT,Large Cactus,Furniture,"A large, spiky double stalk cactus in a blue ceramic pot.  [#Legal]"
,,00000000-00000000-00000002-00000033,2746780458_DAT,Large Leaf Plant,Furniture,"A floor standing potted plant with large, dark green striped leaves. [#Legal]"
,,00000000-00000000-00000002-00000040,3127404982_DAT,Model Plane,Furniture,A model fighter jet in mid-flight displayed on a plinth. [#Legal]
,,00000000-00000000-00000002-00000043,3070722857_DAT,Origami Dog,Furniture,An intricate origami representation of a dog. [#Legal]
,,00000000-00000000-00000002-00000046,3014040732_DAT,Rubber Duck,Furniture,A timeless yellow plastic duck. [#Legal]
,,00000000-00000000-00000002-00000047,596981719_DAT,Samurai Sword Rack,Furniture,Samurai Sword Rack [#Legal]
,,00000000-00000000-00000002-00000050,996669675_DAT,Small Teddy Bear,Furniture,"A small, cuddly, brown stuffed toy bear with a red bow tie. [#Legal]"
,,00000000-00000000-00000002-00000051,3841087164_DAT,Tiki Mask,Furniture,A mysterious carved wooden tiki mask with original markings. [#Legal]
,,00000000-00000000-00000002-00000053,3894910300_DAT,Standard Cabinet,Furniture,Standard Cabinet [#Legal]
,,00000000-00000000-00000002-00000056,883305425_DAT,Vase with Flowers,Furniture,"A delicate, highly polished ceramic vase filled with flowers. [#Legal]"
,,00000000-00000000-00000010-00000000,2569197572_DAT,Male Rig,Other,The rig object for male characters [#Legal]
,,00000000-00000000-00000010-00000001,3964192329_DAT,Female Rig,Other,The rig used for female characters [#Legal]
,,00000000-00000000-000000F0-00000004,4067083977_DAT,PlayStation®Home Picture,Other,This Admin Camera allows you to save screenshots directly to a USB device attached to the PS3.  Administrator Permission is required to take screenshots.
,,00000000-00000000-000000F3-00000001,1187145197_DAT,Dice,Other,A huge dice for all to see. Play your own game with this massive dice.[#Legal]
,,000153CC-E3EB43F7-ACF3860D-B5A24A58,1602606524_DAT,"Knit Cat Ear Cap (Black, Men)",Male HeadPhones,A knit cap with two cat ear-like bumps attached.\nCuteness: ★★[#Legal]
,,000578F8-7DF84895-A1CA00A8-D41F64CA,570727336_DAT,Mutt Williams Costume,Male Outfits,"(Torso/Pants/Shoes) Once again the diner was in turmoil - a few greasers felt they had a right to the table they were at - one of the college guys felt otherwise, and here I was stuck in the middle of it all. I knew the cops would be here soon, and even though I hadn't gotten involved in the small-scale war that was taking place, I knew they'd bust me regardless. After all, I picked my side when I purchased the Mutt Williams avatar outfit. At least it looks like it'll be a good brawl. [#Legal]"
,,000799AF-B921423B-BEEDF8AA-6E064E55,3708856256_DAT,Chain Leather Pants,Male Legs,
,,00148ABA-B22D40C8-80AEBD46-CE16EA21,3023886632_DAT,Magic Dauber (Male),Male Hands,Ensure you never call a wrong Bingo again with this Magic Dauber. The Magic Dauber lets you know if you've marked a number that had yet to be called accidentally. Perfect for all Bingo players. [#Legal]
,,0014B874-CD5741E7-A42A5FDD-044471E3,764469080_DAT,Crystal Staff [M],Male Hands,You hold the power of the crystal in your staff. Now if you only remembered how to use it...[#Legal]
,,0019E450-70174818-A3DBC117-D89B7034,647941826_DAT,Streak Sneakers,Male Feet,
,,001A2BC2-EABB4D0C-8B278FB5-5743F8DE,475116101_DAT,Active Item - Cat,Other,Mai-Mai the cat enjoys jumping up and down the levels of her cat post. [#Legal]
,,001A7D15-B8934E24-A2514D5A-25720E0A,2626810677_DAT,Blue Heels (Female),Female Feet,These heels will always snag some attention on the beach. [#Legal]
,,001D148F-6E1F49B7-82774FF5-60F24C9D,1365814460_DAT,"Leather sneakers (Black, Men)",Male Feet,Male01_Feet_A5_Ustudent_20
,,00360538-E11F4917-BAFE1FD9-0D3CB7E6,2900297675_DAT,Slap Happy Sam's Stage Show T-Shirt,Male Tors,Male01_Torso_T_MSSHSP_W [#Legal]
,,003A6F13-9DD24171-B161403D-9F15D53E,218914078_DAT,Patriotic T-Shirt,Male Tors,Give them that patriotic feeling with some iconic apparel. [#Legal]
,,003AB130-74784B6F-9D1E535D-111B84FE,1320546167_DAT,meh,Male Tors,Netspeak - “meh.”  [#Legal]
,,003EED81-2D5E4932-A441327E-D1EA2B9E,2456024034_DAT,RESIDENT EVIL 5 T-shirt 8 M,Male Tors,
,,004056A1-3F0D4D7D-B9D7B038-2186616D,1219637041_DAT,"Mischievous Imp Horns (Black, Men)",Male HeadPhones,Some mischievous imp horns.\nMagic Power: ★★★\nCuteness: ★★★[#Legal]
,,004089DB-A055408D-8D76C01C-BD344FC4,1674707787_DAT,Brisk Short Hairstyle (Men),Male Hat,A short hairstyle with a crisp look.\nDefensive Strength: ★\nCoolness: ★★★[#Legal]
,,004BCDC7-64E74071-9E02A8B6-C52B9148,2355508587_DAT,Kitty Cannon Prize 6,Male Hat,Kitty Cannon Prize 6
,,004E6146-4CAF4DD3-AAD0BF28-B90B335A,286911562_DAT,Media Tutorial,Minigame,An Introduction to the Hollywood Hills House.
,,0056831A-055948A7-A0F5458C-D5F74798,4024384084_DAT,Male01_Hands_2012Apl_sword_01_1 (0),Male Hands,Male01_Hands_2012Apl_sword_01_1 [#Legal]
,,0057E076-43E94137-A75878B3-03102ED7,30700134_DAT,Sodium2 Legendary Pilot Trousers - Grey (for Female),Female Legs,"Ultra lightweight and super tough, the Sodium2 Legendary Pilot Range offers ultimate protection combined with anti-drag technology. [#Legal]"
,,006204BB-47174BAA-BA7F30E4-DAE921C9,2271197365_DAT,Rainbear Hoodie,Female Tors,She waits in the rain for her little squid friends to come out of the ocean. [#Legal]
,,006328F5-90BF4093-966222F3-F93B8AB9,3766059414_DAT,"Worn-out Samurai's Armor (Black, Men)",Male Tors,"A black, worn-out armor said to be worn by a nameless samurai.\nDefensive Strength: ★★★-[#Legal]"
,,0068998E-47834896-8049C08C-334CF679,3670171837_DAT,Elegant Short Hairstyle (Women),Female Hat,Elegant short hair that is parted to the left.\nDefensive Strength: ★\nSexiness: ★★[#Legal]
,,006A1E81-D39B470A-BFCDE56F-3A1FD317,1777840838_DAT,"Summer School Shirt (White, Men)",Male Tors,White short-sleeved dress shirt that gives a hard-working vibe. \nYouth Level: ★★★\nDefensive Strength: ★[#Legal]
,,006B708B-43554BB9-BF04EB09-D279B8FE,3549662405_DAT,"Dokuganryu's Samurai Helmet (Red, Male)",Male Hat,A mysterious red helmet said to be worn by Dokuganryu Masamune himself.\nAttacking Strength: ★+\nDefensive Strength: ★★★\nStylishness: ★★★★[#Legal]
,,0072B2BF-89974A9F-8FAA019D-4CF69A27,2763216609_DAT,Auras - Energywave Locomotion Item,Locomotion,An aura emanates from your core. Unleash the power within! Combines with all clothing items. [#Legal]
,,0076385B-57FF45D9-A57F9878-3B20B43E,2998094968_DAT,Spring Female Naughty Bunny Top,Female Tors,C'est tous les jours la saison du lapin. [#Legal]
,,0077136E-4FD54C7C-86E75CC9-CB1A8D2A,2192966128_DAT,Alpha Protocol Tactical Vest with Pistol and Rifle on Back,Male Tors,Not sure what kind of gun you'll need to get the job done? Grab this fitted tactical vest that comes equipped with both pistol and rifle.[#Legal]
,,007836A5-8D784C54-93D4198E-18C1A85F,1697944880_DAT,Face Guard (Men),Male HeadPhones,Movable armoured mask that protects mouth area.\nDefensive Strength: ★[#Legal]
,,0079DC5D-F11C4F3C-8CCCB93A-FE9C71B8,1091600_DAT,Lockup Gray Hat with A50 Headset(male),Male Hat,Lockup Gray Hat with A50 Headset [#Legal]
,,007B35A1-2EB243FE-872D585E-53023593,1405284115_DAT,Ferris Wheel,Minigame,Enjoy a bird's-eye view of the Casual District with a friend. [#Legal]
,,007CD5A4-83644871-B1C0B2D7-D8DCE85B,541236004_DAT,"Delinquent Fashion Shirt (White &amp; Black, Men)",Male Tors,A delinquent-style dress shirt.\nDefensive Strength: ★\nCoolness: ★★★[#Legal]
,,0084191F-88CE46E4-9F749B90-0903412A,3601260181_DAT,Drey White Lace Top with Envelope Satchel,Female Tors,Add a touch of vintage elegance with this little lace number. The perfect day-to-evening top with fluted sleeves and fitted bodice. Add the subtle charms of the distressed leather satchel  to create the ultimate in class and style.\n\n Fit: Snug\n Fabric: Vintage Lace\n [#Legal]
,,0084F0DE-0BA9411B-989C18E9-DA70C004,3777191467_DAT,EMT – Panic Run,Locomotion,"Flee from whatever strikes fear in your heart with this EMT. Includes a custom walk, run and idle animations for both male and female avatars! [#Legal]"
,,00868D41-50264AAA-9EE3C79E-25A7DF9B,2260072061_DAT,Gen Mask (M),Male Hat,「大工の源さん」の主人公、源さんのお面。[#Legal]
,,00876BDB-66BE424D-9E0AFB28-B143BF18,3846315814_DAT,Dr Pepper TEN® : Vending Machine Costume,Locomotion,
,,0087F72B-D30B4A45-94F35BE5-B32DD579,2999279877_DAT,Lili Wig,Female Hat,
,,0089992F-BEDD43DC-9B150617-F078D3E6,2689496501_DAT,STAR TREK t-shirt,Male Tors,Not ready to enlist in Starfleet? Wear this casual black t-shirt. [#Legal]
,,008B89EE-BEEB421C-850F92A6-0B66E04F,2816499070_DAT,Treasure Chest (Mysterious Creature),Furniture,A wooden treasure chest containing a mysterious creature.[#Legal]
,,008B9B6E-65AC42F4-A47B5F3F-7E8A4501,2839316659_DAT,"Beam Katana, Lv1 (Grey Beam, Men)",Male Hands,The main weapon of a beam samurai.\nMononoke Hunt Attacking Strength: ★-\nAgainst Kikai Machine Attacking Strength: ★★+\nAttribute: Electricity\nKikai Machine Resistance: ★★\nPower-up Level: Lv1\n*Charge attack available[#Legal]
,,0092BFC4-F4844CBB-9D1198A8-00A1A460,2671827593_DAT,White 70’s Suit Jacket,Male Tors,特別な夜に最適な、華やかなホワイトスーツ。セットのベストと、胸元のゴールドのアクセサリー、レトロ柄のシャツも合わせて。　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　[#Legal]
,,0094DABE-511D4516-A6A1B9B6-337E244B,1960058665_DAT,Animated Poison Axe (Female),Female Hands,"Forged deep in the tropical rainforest, infused with toxin, a venomous liquid seeps from the blade. [#Legal]"
,,009590FA-8DEB465D-A6EB4130-529E0E4D,1525072896_DAT,DNA (White) Earring (Right/Men),Male JewelRightEar,DNA (White) earring for the right ear. For male.[#Legal]
,,00964F89-705543BD-8B173399-E9D244FD,2094932387_DAT,Heart Shaped Slippers (Male),Male Feet,Who says blokes can't be romantic? [#Legal]
,,00A3D4F2-D4D94712-8310285C-3453C093,3186206307_DAT,MIB™ - Flying Platform (Full-size),Furniture,Protect the earth from the scum of the universe with this furniture item from Men in Black™ III and the new video game Men in Black: Alien Crisis™! [#Legal]
